user_id,username,owned_equipment,available_products,taste_pref_bitterness,taste_pref_sweetness,taste_pref_acidity,taste_pref_body,preferred_strength,preferred_portion_size,dietary_restrictions,account_created
user_00015,java_fan_15,"[""scale"", ""grinder"", ""kettle"", ""aeropress""]","[""sugar"", ""ground_coffee"", ""oat_milk"", ""water"", ""coffee_beans""]",0.7650081130345024,0.18239902562721444,0.6209264568425378,1.0,5,small,[],2024-12-27T00:00:00
user_00016,roast_guru_16,"[""scale"", ""grinder"", ""kettle"", ""espresso_machine""]","[""cocoa_powder"", ""sugar"", ""ground_coffee"", ""honey"", ""cinnamon"", ""brown_sugar"", ""water"", ""coffee_beans"", ""vanilla_syrup""]",0.7053930621541167,0.24801908716718218,0.5281173165643479,0.7802442793403692,4,small,[],2024-11-08T00:00:00
user_00017,roast_wizard_17,"[""scale"", ""grinder"", ""kettle"", ""espresso_machine""]","[""sugar"", ""ground_coffee"", ""heavy_cream"", ""oat_milk"", ""coconut_milk"", ""water"", ""skim_milk"", ""coffee_beans"", ""hazelnut_syrup""]",0.8319343097059747,0.410362629875041,0.46238958094404176,0.8041918198331872,4,small,[],2024-05-19T00:00:00
user_00018,mocha_lover_18,"[""scale"", ""espresso_machine"", ""grinder"", ""ice_maker"", ""kettle"", ""milk_frother""]","[""sugar"", ""ground_coffee"", ""honey"", ""oat_milk"", ""brown_sugar"", ""water"", ""almond_milk"", ""coffee_beans"", ""ice"", ""hazelnut_syrup""]",0.8347958743463699,0.28777362362747444,0.4997749755495843,0.9315316072171633,4,small,[],2024-09-04T00:00:00
user_00019,java_lover_19,"[""scale"", ""espresso_machine"", ""grinder"", ""pour_over"", ""kettle""]","[""cocoa_powder"", ""sugar"", ""ground_coffee"", ""water"", ""whole_milk"", ""skim_milk"", ""almond_milk"", ""coffee_beans"", ""hazelnut_syrup""]",0.6958016599773807,0.26482564245159884,0.5542195285724256,0.874468192548735,4,small,[],2024-05-08T00:00:00
user_00020,roast_guru_20,"[""scale"", ""grinder"", ""kettle"", ""espresso_machine""]","[""sugar"", ""ground_coffee"", ""chocolate_syrup"", ""water"", ""coffee_beans"", ""ice"", ""hazelnut_syrup""]",0.8973413081441757,0.1682914730128705,0.49267816760161787,0.8881271390080976,4,small,[],2024-11-16T00:00:00
user_00021,user_21,"[""scale"", ""grinder"", ""kettle"", ""espresso_machine""]","[""sugar"", ""ground_coffee"", ""coconut_milk"", ""brown_sugar"", ""water"", ""coffee_beans""]",0.6821020685648018,0.14924327033688492,0.5930377857622893,0.7728769833765361,5,small,[],2024-04-23T00:00:00
user_00022,java_master_22,"[""scale"", ""espresso_machine"", ""aeropress"", ""grinder"", ""kettle""]","[""sugar"", ""ground_coffee"", ""whipped_cream"", ""chocolate_syrup"", ""coconut_milk"", ""brown_sugar"", ""cinnamon"", ""water"", ""whole_milk"", ""coffee_beans"", ""hazelnut_syrup""]",0.6549463792814257,0.1320059912116694,0.5449815326556534,0.7491691113725738,4,small,[],2024-03-24T00:00:00
user_00023,espresso_master_23,"[""scale"", ""espresso_machine"", ""aeropress"", ""grinder"", ""kettle""]","[""sugar"", ""ground_coffee"", ""chocolate_syrup"", ""coconut_milk"", ""water"", ""whole_milk"", ""skim_milk"", ""coffee_beans""]",0.8357210353556612,0.03879557456407988,0.583537699390223,0.9686142502118831,4,small,[],2024-07-11T00:00:00
user_00024,latte_hunter_24,"[""scale"", ""grinder"", ""kettle"", ""espresso_machine""]","[""cocoa_powder"", ""sugar"", ""ground_coffee"", ""whipped_cream"", ""heavy_cream"", ""oat_milk"", ""water"", ""coffee_beans""]",0.8660092846643551,0.25460522510478995,0.45301347507804274,0.8333224265998014,4,small,[],2024-08-16T00:00:00
user_00025,brew_wizard_25,"[""scale"", ""grinder"", ""kettle"", ""espresso_machine""]","[""cocoa_powder"", ""sugar"", ""ground_coffee"", ""honey"", ""heavy_cream"", ""chocolate_syrup"", ""coconut_milk"", ""brown_sugar"", ""cinnamon"", ""water"", ""skim_milk"", ""coffee_beans"", ""vanilla_syrup""]",0.6923301511072498,0.10505165702302957,0.6479590373650935,0.8391463367314843,4,small,[],2024-06-20T00:00:00
user_00026,brew_ninja_26,"[""scale"", ""espresso_machine"", ""french_press"", ""kettle"", ""cold_brew_maker""]","[""sugar"", ""ground_coffee"", ""honey"", ""oat_milk"", ""coconut_milk"", ""water"", ""skim_milk"", ""vanilla_syrup"", ""hazelnut_syrup""]",0.6584774278846676,0.24806732943274257,0.5970497980863732,0.7504309773158193,4,small,[],2024-07-19T00:00:00
user_00027,mocha_master_27,"[""scale"", ""grinder"", ""kettle"", ""espresso_machine""]","[""cocoa_powder"", ""sugar"", ""ground_coffee"", ""honey"", ""heavy_cream"", ""water"", ""whole_milk"", ""skim_milk"", ""coffee_beans"", ""ice"", ""hazelnut_syrup""]",0.5257172378389566,0.017780403391255112,0.4462806205986582,0.7668714164048923,4,small,[],2024-04-05T00:00:00
user_00028,java_hunter_28,"[""scale"", ""grinder"", ""kettle"", ""espresso_machine""]","[""sugar"", ""ground_coffee"", ""honey"", ""caramel_syrup"", ""cinnamon"", ""brown_sugar"", ""water"", ""skim_milk"", ""almond_milk"", ""coffee_beans""]",0.9330954288756566,0.04802398146185363,0.5912152395976779,0.7778005460263289,4,small,[],2024-12-05T00:00:00
user_00029,user_29,"[""scale"", ""espresso_machine"", ""french_press"", ""pour_over"", ""kettle""]","[""cocoa_powder"", ""sugar"", ""ground_coffee"", ""oat_milk"", ""chocolate_syrup"", ""coconut_milk"", ""water"", ""ice"", ""hazelnut_syrup""]",0.6230910385140187,0.14725666458162764,0.5304435522813815,0.7763726883461665,4,small,[],2024-03-01T00:00:00
user_00030,latte_fan_30,"[""scale"", ""grinder"", ""kettle"", ""espresso_machine""]","[""sugar"", ""ground_coffee"", ""honey"", ""heavy_cream"", ""coconut_milk"", ""water"", ""coffee_beans"", ""vanilla_syrup"", ""hazelnut_syrup""]",0.5952167167260088,0.12346398916857454,0.45374786160571745,0.6526317323591398,5,small,[],2024-11-18T00:00:00
user_00031,user_31,"[""scale"", ""espresso_machine"", ""grinder"", ""kettle"", ""ice_maker""]","[""sugar"", ""ground_coffee"", ""honey"", ""caramel_syrup"", ""water"", ""almond_milk"", ""coffee_beans"", ""ice""]",0.7007752911234614,0.170085029727593,0.4626486002819153,0.8985303283063141,4,small,[],2024-04-18T00:00:00
user_00032,user_32,"[""scale"", ""espresso_machine"", ""french_press"", ""blender"", ""grinder"", ""kettle""]","[""cocoa_powder"", ""sugar"", ""ground_coffee"", ""honey"", ""whipped_cream"", ""chocolate_syrup"", ""coconut_milk"", ""brown_sugar"", ""cinnamon"", ""water"", ""skim_milk"", ""coffee_beans"", ""vanilla_syrup""]",0.6338266641065653,0.05946347873181676,0.5154079992148869,0.9469409790748206,5,small,[],2024-03-08T00:00:00
user_00033,coffee_lover_33,"[""scale"", ""grinder"", ""kettle"", ""espresso_machine""]","[""sugar"", ""ground_coffee"", ""honey"", ""whipped_cream"", ""chocolate_syrup"", ""coconut_milk"", ""cinnamon"", ""water"", ""whole_milk"", ""coffee_beans"", ""ice""]",0.786970592563913,0.21684176852860093,0.4330318571927797,0.8551832098992846,4,small,[],2024-06-12T00:00:00
user_00034,java_master_34,"[""scale"", ""espresso_machine"", ""blender"", ""grinder"", ""kettle"", ""milk_frother"", ""cold_brew_maker""]","[""sugar"", ""ground_coffee"", ""oat_milk"", ""brown_sugar"", ""water"", ""whole_milk"", ""skim_milk"", ""almond_milk"", ""coffee_beans""]",0.847666536997813,0.15393130660242962,0.5776807698865146,0.6738710595357454,4,small,[],2024-12-14T00:00:00
user_00035,brew_wizard_35,"[""scale"", ""french_press"", ""blender"", ""grinder"", ""kettle"", ""ice_maker""]","[""cocoa_powder"", ""sugar"", ""ground_coffee"", ""honey"", ""caramel_syrup"", ""brown_sugar"", ""water"", ""skim_milk"", ""coffee_beans"", ""ice"", ""hazelnut_syrup""]",0.7966328772170417,0.018307492636705364,0.6208262825480501,1.0,5,small,[],2024-02-08T00:00:00
user_00036,mocha_hunter_36,"[""scale"", ""grinder"", ""kettle"", ""espresso_machine""]","[""sugar"", ""ground_coffee"", ""oat_milk"", ""water"", ""whole_milk"", ""skim_milk"", ""coffee_beans""]",0.6852540571520481,0.31443017102336906,0.4123435175816803,0.8162570245893825,4,small,[],2024-08-02T00:00:00
user_00037,user_37,"[""scale"", ""espresso_machine"", ""blender"", ""grinder"", ""kettle""]","[""cocoa_powder"", ""sugar"", ""ground_coffee"", ""whipped_cream"", ""heavy_cream"", ""oat_milk"", ""water"", ""skim_milk"", ""coffee_beans""]",0.80502537430337,0.35617991527316084,0.593942042179818,0.9475989949815842,5,small,[],2024-09-10T00:00:00
user_00038,espresso_wizard_38,"[""espresso_machine"", ""ice_maker"", ""grinder"", ""kettle"", ""milk_frother""]","[""sugar"", ""ground_coffee"", ""whipped_cream"", ""oat_milk"", ""cinnamon"", ""water"", ""skim_milk"", ""whole_milk"", ""almond_milk"", ""coffee_beans"", ""ice""]",0.6031736240131153,0.12676327606232288,0.525663438108153,0.8677591116923592,4,small,[],2024-04-06T00:00:00
user_00039,user_39,"[""scale"", ""grinder"", ""kettle"", ""espresso_machine""]","[""cocoa_powder"", ""sugar"", ""ground_coffee"", ""caramel_syrup"", ""brown_sugar"", ""water"", ""coffee_beans""]",0.7476577040799185,0.09993818540113467,0.34507428236557564,0.7989165440946984,3,small,[],2024-05-04T00:00:00
user_00040,coffee_addict_40,"[""scale"", ""grinder"", ""kettle"", ""espresso_machine""]","[""sugar"", ""ground_coffee"", ""caramel_syrup"", ""chocolate_syrup"", ""coconut_milk"", ""brown_sugar"", ""water"", ""whole_milk"", ""almond_milk"", ""coffee_beans""]",0.8025095973972598,0.33771364753316424,0.5792507411672607,0.6894944020996077,5,small,[],2024-05-23T00:00:00
user_00041,user_41,"[""scale"", ""grinder"", ""kettle"", ""espresso_machine""]","[""sugar"", ""ground_coffee"", ""honey"", ""caramel_syrup"", ""water"", ""skim_milk"", ""coffee_beans""]",0.7196798383289502,0.259552241149581,0.5550433510934786,0.7190904947612013,4,small,[],2024-12-28T00:00:00
user_00042,roast_lover_42,"[""grinder"", ""kettle"", ""espresso_machine"", ""french_press""]","[""sugar"", ""ground_coffee"", ""whipped_cream"", ""oat_milk"", ""brown_sugar"", ""water"", ""coffee_beans"", ""ice""]",0.7371643222049082,0.1856756290308358,0.4695522192253473,0.8946461021245187,4,small,[],2024-05-22T00:00:00
user_00043,roast_ninja_43,"[""scale"", ""grinder"", ""kettle"", ""espresso_machine""]","[""sugar"", ""ground_coffee"", ""caramel_syrup"", ""whipped_cream"", ""oat_milk"", ""brown_sugar"", ""water"", ""skim_milk"", ""coffee_beans"", ""vanilla_syrup""]",0.790975121962329,0.20811988119942523,0.4173656823171092,0.9217725608750064,4,small,[],2024-12-03T00:00:00
user_00044,user_44,"[""scale"", ""espresso_machine"", ""grinder"", ""kettle"", ""milk_frother"", ""cold_brew_maker""]","[""sugar"", ""ground_coffee"", ""oat_milk"", ""coconut_milk"", ""water"", ""skim_milk"", ""almond_milk"", ""coffee_beans""]",0.8468245592371294,0.3917805536116446,0.3610476647781874,0.995817080747911,4,small,[],2024-05-29T00:00:00
user_00045,user_45,"[""grinder"", ""kettle"", ""espresso_machine""]","[""sugar"", ""ground_coffee"", ""chocolate_syrup"", ""coconut_milk"", ""cinnamon"", ""water"", ""whole_milk"", ""almond_milk"", ""coffee_beans"", ""hazelnut_syrup""]",0.9164776058748272,0.140968098974487,0.43525897942983827,0.8226008235102996,3,small,[],2024-10-19T00:00:00
user_00046,mocha_ninja_46,"[""grinder"", ""kettle"", ""espresso_machine"", ""french_press""]","[""sugar"", ""ground_coffee"", ""caramel_syrup"", ""whipped_cream"", ""oat_milk"", ""chocolate_syrup"", ""cinnamon"", ""water"", ""whole_milk"", ""almond_milk"", ""coffee_beans"", ""ice"", ""hazelnut_syrup""]",0.7767774197492511,0.02872812009574098,0.5427481042120839,1.0,5,small,[],2024-06-14T00:00:00
user_00047,user_47,"[""scale"", ""grinder"", ""kettle"", ""espresso_machine""]","[""sugar"", ""ground_coffee"", ""whipped_cream"", ""heavy_cream"", ""water"", ""whole_milk"", ""almond_milk"", ""coffee_beans"", ""ice""]",0.676424800974968,0.2201350838344826,0.7845294394907639,0.8125204925209917,4,small,[],2024-08-31T00:00:00
user_00048,user_48,"[""scale"", ""espresso_machine"", ""grinder"", ""kettle"", ""ice_maker""]","[""cocoa_powder"", ""sugar"", ""ground_coffee"", ""cinnamon"", ""water"", ""skim_milk"", ""coffee_beans"", ""ice"", ""vanilla_syrup""]",0.6156101088308666,0.19203621258426237,0.5546089230831429,0.9590471991138565,4,small,[],2024-06-25T00:00:00
user_00049,user_49,"[""scale"", ""grinder"", ""kettle"", ""espresso_machine""]","[""cocoa_powder"", ""sugar"", ""ground_coffee"", ""honey"", ""whipped_cream"", ""water"", ""almond_milk"", ""coffee_beans""]",0.7254498510264499,0.26487423498227425,0.42679920670942856,0.8437193276856044,4,small,[],2024-07-07T00:00:00
user_00050,user_50,"[""scale"", ""grinder"", ""kettle"", ""espresso_machine""]","[""cocoa_powder"", ""sugar"", ""ground_coffee"", ""caramel_syrup"", ""oat_milk"", ""chocolate_syrup"", ""coconut_milk"", ""brown_sugar"", ""water"", ""whole_milk"", ""coffee_beans"", ""ice"", ""vanilla_syrup"", ""hazelnut_syrup""]",0.6350840709461364,0.15103355631823548,0.4591826824011046,0.889481127114609,3,small,[],2024-08-05T00:00:00
user_00051,roast_hunter_51,"[""scale"", ""grinder"", ""kettle"", ""espresso_machine""]","[""cocoa_powder"", ""sugar"", ""ground_coffee"", ""honey"", ""caramel_syrup"", ""oat_milk"", ""chocolate_syrup"", ""coconut_milk"", ""water"", ""skim_milk"", ""coffee_beans""]",0.8142317146500495,0.21625261297812803,0.34776857693919405,0.826894032010051,3,small,[],2024-06-09T00:00:00
user_00052,brew_master_52,"[""scale"", ""grinder"", ""kettle"", ""espresso_machine""]","[""cocoa_powder"", ""sugar"", ""ground_coffee"", ""whipped_cream"", ""coconut_milk"", ""water"", ""coffee_beans"", ""hazelnut_syrup""]",0.7697731976711157,0.22030254590454112,0.6237050541842469,0.844941259856657,5,small,[],2024-10-25T00:00:00
user_00053,user_53,"[""scale"", ""espresso_machine"", ""french_press"", ""pour_over"", ""kettle""]","[""sugar"", ""ground_coffee"", ""honey"", ""oat_milk"", ""water""]",0.6877992476098312,0.03760282375705658,0.5439923966687664,0.969662786898701,4,small,[],2024-11-28T00:00:00
user_00054,cafe_master_54,"[""scale"", ""grinder"", ""kettle"", ""moka_pot""]","[""sugar"", ""ground_coffee"", ""coconut_milk"", ""cinnamon"", ""water"", ""whole_milk"", ""almond_milk"", ""coffee_beans"", ""ice"", ""vanilla_syrup""]",0.6275696589957738,0.10383577970790547,0.558725766174484,0.9094952458176802,4,small,[],2024-09-04T00:00:00
user_00055,coffee_lover_55,"[""scale"", ""grinder"", ""kettle"", ""espresso_machine""]","[""cocoa_powder"", ""sugar"", ""ground_coffee"", ""whipped_cream"", ""oat_milk"", ""coconut_milk"", ""cinnamon"", ""water"", ""whole_milk"", ""skim_milk"", ""coffee_beans"", ""vanilla_syrup"", ""hazelnut_syrup""]",0.8915914274577268,0.028420170149112453,0.4175377428795387,0.5887804201680666,4,small,[],2024-06-13T00:00:00
user_00056,bean_lover_56,"[""scale"", ""espresso_machine"", ""french_press"", ""pour_over"", ""kettle""]","[""sugar"", ""ground_coffee"", ""whipped_cream"", ""coconut_milk"", ""water"", ""whole_milk"", ""almond_milk""]",0.8626943143212299,0.24746576907002027,0.42936244978842075,0.776642365649896,4,small,[],2024-04-23T00:00:00
user_00057,coffee_hunter_57,"[""scale"", ""grinder"", ""kettle"", ""espresso_machine""]","[""cocoa_powder"", ""sugar"", ""ground_coffee"", ""heavy_cream"", ""water"", ""whole_milk"", ""almond_milk"", ""coffee_beans"", ""ice"", ""vanilla_syrup"", ""hazelnut_syrup""]",0.6172067486006558,0.20332520212137634,0.36545289020671057,0.8274432978931395,4,small,[],2024-01-08T00:00:00
user_00058,user_58,"[""grinder"", ""kettle"", ""espresso_machine"", ""milk_frother""]","[""sugar"", ""ground_coffee"", ""honey"", ""heavy_cream"", ""oat_milk"", ""chocolate_syrup"", ""coconut_milk"", ""cinnamon"", ""water"", ""skim_milk"", ""coffee_beans""]",0.8040609502947076,0.36200807710507893,0.6389560258580061,0.8242682114734328,4,small,[],2024-10-27T00:00:00
user_00059,latte_addict_59,"[""scale"", ""grinder"", ""kettle"", ""espresso_machine""]","[""sugar"", ""ground_coffee"", ""honey"", ""caramel_syrup"", ""chocolate_syrup"", ""coconut_milk"", ""brown_sugar"", ""cinnamon"", ""water"", ""skim_milk"", ""coffee_beans"", ""ice""]",0.7473044163564793,0.17153437932887491,0.5500813133546111,0.7872679074083121,5,small,[],2024-12-15T00:00:00
user_00060,user_60,"[""scale"", ""espresso_machine"", ""aeropress"", ""grinder"", ""kettle""]","[""sugar"", ""ground_coffee"", ""caramel_syrup"", ""heavy_cream"", ""cinnamon"", ""brown_sugar"", ""water"", ""skim_milk"", ""almond_milk"", ""coffee_beans"", ""ice"", ""hazelnut_syrup""]",0.736960576108047,0.19138473858122382,0.4558144217707131,0.6926141069464115,4,small,[],2024-07-09T00:00:00
user_00061,coffee_fan_61,"[""scale"", ""espresso_machine"", ""blender"", ""grinder"", ""kettle""]","[""sugar"", ""ground_coffee"", ""honey"", ""whipped_cream"", ""heavy_cream"", ""cinnamon"", ""water"", ""coffee_beans"", ""ice""]",0.9336895169829013,0.030811868905812473,0.6528560814293864,0.9521543865981485,4,small,[],2024-05-11T00:00:00
user_00062,brew_fan_62,"[""scale"", ""grinder"", ""kettle"", ""espresso_machine""]","[""cocoa_powder"", ""sugar"", ""ground_coffee"", ""caramel_syrup"", ""heavy_cream"", ""water"", ""coffee_beans""]",0.8375655531853301,0.0,0.34862383733600244,0.8367654326642513,4,small,[],2024-08-28T00:00:00
user_00063,user_63,"[""scale"", ""grinder"", ""kettle"", ""espresso_machine""]","[""cocoa_powder"", ""sugar"", ""ground_coffee"", ""honey"", ""caramel_syrup"", ""whipped_cream"", ""oat_milk"", ""chocolate_syrup"", ""water"", ""whole_milk"", ""almond_milk"", ""coffee_beans""]",0.7811409347450675,0.1867053526680888,0.6358184147104979,0.9656341296899023,4,small,[],2024-05-05T00:00:00
user_00064,user_64,"[""scale"", ""espresso_machine"", ""grinder"", ""kettle"", ""cold_brew_maker""]","[""cocoa_powder"", ""sugar"", ""ground_coffee"", ""chocolate_syrup"", ""water"", ""coffee_beans"", ""ice"", ""vanilla_syrup""]",0.7881690534479614,0.14466251555714893,0.6086325916873032,0.7883020496245222,4,small,[],2024-04-01T00:00:00
user_00065,user_65,"[""scale"", ""grinder"", ""kettle"", ""espresso_machine""]","[""sugar"", ""ground_coffee"", ""whipped_cream"", ""heavy_cream"", ""coconut_milk"", ""cinnamon"", ""water"", ""almond_milk"", ""coffee_beans"", ""ice"", ""vanilla_syrup"", ""hazelnut_syrup""]",0.8296943690028216,0.07989591760121954,0.6601571377895425,0.9249550538926146,3,small,[],2024-02-15T00:00:00
user_00066,barista_fan_66,"[""scale"", ""espresso_machine"", ""grinder"", ""kettle"", ""moka_pot""]","[""sugar"", ""ground_coffee"", ""honey"", ""heavy_cream"", ""oat_milk"", ""chocolate_syrup"", ""brown_sugar"", ""water"", ""whole_milk"", ""almond_milk"", ""coffee_beans"", ""vanilla_syrup""]",0.7521198643512366,0.0,0.6242830383868241,0.8636656506253833,4,small,[],2024-01-01T00:00:00
user_00067,espresso_wizard_67,"[""scale"", ""espresso_machine"", ""grinder"", ""kettle"", ""moka_pot""]","[""sugar"", ""ground_coffee"", ""caramel_syrup"", ""whipped_cream"", ""oat_milk"", ""chocolate_syrup"", ""brown_sugar"", ""water"", ""coffee_beans""]",0.7648728175920273,0.27880660702621846,0.47047832928793387,0.8967614826567688,4,small,[],2024-10-09T00:00:00
user_00068,user_68,"[""scale"", ""grinder"", ""kettle"", ""espresso_machine""]","[""sugar"", ""ground_coffee"", ""chocolate_syrup"", ""water"", ""skim_milk"", ""coffee_beans"", ""ice"", ""vanilla_syrup""]",0.8346125245905606,0.33395020028225636,0.5388551681279216,0.7960211696987038,4,small,[],2024-05-29T00:00:00
user_00069,java_master_69,"[""scale"", ""grinder"", ""kettle"", ""espresso_machine""]","[""sugar"", ""ground_coffee"", ""whipped_cream"", ""water"", ""whole_milk"", ""skim_milk"", ""coffee_beans"", ""ice""]",0.8804330132660478,0.22952430120737585,0.6852864974938573,0.7712998016527457,3,small,[],2024-09-20T00:00:00
user_00070,barista_lover_70,"[""scale"", ""espresso_machine"", ""french_press"", ""grinder"", ""pour_over"", ""kettle""]","[""sugar"", ""ground_coffee"", ""caramel_syrup"", ""heavy_cream"", ""whipped_cream"", ""cinnamon"", ""water"", ""skim_milk"", ""almond_milk"", ""coffee_beans"", ""vanilla_syrup""]",0.7926447416198275,0.09391009091561736,0.6109424189192056,0.7617134485452399,4,small,[],2024-07-01T00:00:00
user_00071,user_71,"[""scale"", ""grinder"", ""kettle"", ""espresso_machine""]","[""sugar"", ""ground_coffee"", ""whipped_cream"", ""heavy_cream"", ""oat_milk"", ""cinnamon"", ""water"", ""almond_milk"", ""coffee_beans"", ""vanilla_syrup""]",0.6070501761636531,0.3284948122880138,0.43911490918546425,0.8668205807111256,4,small,[],2024-02-21T00:00:00
user_00072,barista_fan_72,"[""scale"", ""grinder"", ""kettle"", ""espresso_machine""]","[""sugar"", ""ground_coffee"", ""honey"", ""heavy_cream"", ""water"", ""skim_milk"", ""coffee_beans""]",0.7850212497858526,0.23461734630278627,0.45525363617935183,0.8073914429768935,4,small,[],2024-09-16T00:00:00
